厂商名,域名,厂商级别,厂商排位,严重最高奖励,高危最高奖励,中危最高奖励,低危最高奖励
HEX,https://www.hex.com/,B,0.7656,1.43,1.0,0.64,0.24
币管家,https://bgj.io/,B,0.75,1.43,1.0,0.64,0.24
东方交易所,https://www.df.com/,B,0.7031,1.41,1.0,0.65,0.25
Dididu,http://www.dididu.com/,B,0.6875,1.41,1.0,0.65,0.26
Coineal币尔,https://www.coineal.com/,B,0.6719,1.4,1.0,0.65,0.26
Bitget,https://www.bitget.com/,B,0.6406,1.39,1.0,0.66,0.27
ZZEX,https://www.zzex.pro,B,0.5781,1.38,1.0,0.67,0.28
LATOKEN,https://latoken.com/,B,0.5312,1.36,1.0,0.68,0.29
T网,https://www.tokencan.com,B,0.5,1.36,1.0,0.68,0.3
币龙网,https://www.bitalong.com/,B,0.4531,1.34,1.0,0.69,0.31
币扬,http://www.bityoung.com/,B,0.4375,1.34,1.0,0.69,0.31
COIN918,http://www.coin918.cc/,B,0.4219,1.33,1.0,0.7,0.32
Kdax.pro,https://www.kdax.pro/,B,0.4062,1.33,1.0,0.7,0.32
UEX,http://www.uex.com/,B,0.3906,1.33,1.0,0.7,0.33
RightBTC,https://www.rightbtc.com,B,0.3594,1.32,1.0,0.71,0.33
BitAsset,https://www.bitasset.com/,B,0.3438,1.31,1.0,0.71,0.34
FCoinJP,https://www.fcoinjp.com/,B,0.2969,1.3,1.0,0.72,0.35
Hotbit,https://www.hotbit.io/,B,0.2812,1.3,1.0,0.72,0.36
币诺,https://coinoah.com/,B,0.25,1.29,1.0,0.73,0.37
TOKOK,https://www.tokok.com/,B,0.2188,1.28,1.0,0.73,0.38
CoinX,https://coinx.im,B,0.2031,1.28,1.0,0.74,0.38
CoinEx,https://www.coinex.com,B,0.1875,1.27,1.0,0.74,0.38
Korbit,https://www.korbit.co.kr,B,0.1719,1.27,1.0,0.74,0.39
Exx,https://www.exx.com/,B,0.7344,1.42,1.0,0.64,0.25
BITINFI,https://web.bitinfi.com/,B,0.1406,1.26,1.0,0.75,0.4
Biger,https://www.biger.in/,B,0.125,1.26,1.0,0.75,0.4
Hubi,https://www.hubi.com/,B,0.1094,1.25,1.0,0.75,0.41
哈希交易所,https://www.hashwang.net/,B,0.0938,1.25,1.0,0.76,0.41
Park.one,https://www.park.one,B,0.0781,1.24,1.0,0.76,0.42
BYEX,https://www.byex.io,B,0.0469,1.24,1.0,0.77,0.43
怪兽市场,https://www.monster.one,C,1.0,1.2,0.8,0.3,0.1
Dcoin,https://www.dcoin.com/,C,0.9677,1.2,0.8,0.31,0.1
Victcoin,https://www.victcoin.com/,C,0.957,1.2,0.8,0.31,0.11
BitMax,https://bitmax.io,B,0.4844,1.35,1.0,0.68,0.3
持币网,https://www.keepbtc.net/,C,0.9355,1.19,0.81,0.31,0.11
鲸交所,https://www.whaleex.com/,C,0.9247,1.19,0.81,0.31,0.11
U8,https://www.u8.com/,C,0.914,1.19,0.81,0.32,0.11
9Coin,https://www.9coin.com,C,0.9032,1.19,0.81,0.32,0.11
CoinMex,https://www.coinmex.com/,C,0.8817,1.19,0.81,0.32,0.11
60交易所,https://www.60.com,C,0.871,1.19,0.81,0.32,0.12
比特兔交易所,https://bitrabbit.com/,C,0.8495,1.18,0.81,0.33,0.12
Bithumb DEX,https://www.bithumb.io/,C,0.8602,1.18,0.81,0.33,0.12
Rootrex,https://www.rootrex.com,C,0.8387,1.18,0.81,0.33,0.12
热币网,https://www.hotcoin.top/,C,0.8172,1.18,0.82,0.33,0.12
好币网,https://www.hcoin.com/,C,0.7957,1.18,0.82,0.34,0.13
GAEX,https://www.gaex.com/,C,0.7849,1.18,0.82,0.34,0.13
BTCTurk,https://www.btcturk.com,C,0.7634,1.17,0.82,0.35,0.13
IX交易所,https://ix.com/,C,0.7527,1.17,0.82,0.35,0.13
币次元,https://www.coinx.pro/,C,0.7312,1.17,0.82,0.35,0.14
Bgogo,https://bgogo.com,C,0.9785,1.2,0.8,0.3,0.1
天天国际,http://www.ttex.pro/,C,0.6989,1.17,0.83,0.36,0.14
OCX,https://ocx.com,C,0.6774,1.17,0.83,0.36,0.14
Mercatox,https://mercatox.com/,C,0.6667,1.16,0.83,0.37,0.15
PRDAE,https://www.prdae.pro/,C,0.6559,1.16,0.83,0.37,0.15
10086coin,https://www.10086coin.io/,C,0.5914,1.16,0.84,0.38,0.16
Indodax,https://indodax.com/,C,0.6022,1.16,0.84,0.38,0.16
CoinPark,https://www.coinpark.com/,C,0.6882,1.17,0.83,0.36,0.14
币系,https://bilaxy.com/,C,0.5806,1.15,0.84,0.39,0.16
7EBIT,http://www.7ebit.net/,C,0.5699,1.15,0.84,0.39,0.16
找币,https://www.zhaobi.com/,C,0.5484,1.15,0.84,0.39,0.17
WanShare,https://www.wanshare.com/,C,0.5269,1.15,0.84,0.4,0.17
新比特交易所,http://www.xbtc.cx/,C,0.5054,1.15,0.85,0.4,0.18
币团网,https://www.bituan.com/,C,0.4946,1.15,0.85,0.41,0.18
信币,https://www.thinkbit.com/,C,0.4839,1.14,0.85,0.41,0.18
笔加索,https://www.bjs.bi/,C,0.4624,1.14,0.85,0.41,0.19
以飞交易所,https://etherflyer.com/,C,0.4516,1.14,0.85,0.42,0.19
火币韩国站,https://event.huobi.co.kr,C,0.4301,1.14,0.85,0.42,0.19
UKEX,https://ukex.com,C,0.4194,1.14,0.85,0.43,0.2
BBX,http://www.bbx.com/,C,0.4086,1.14,0.85,0.43,0.2
炒币网,https://www.chaobi.com/,C,0.3978,1.14,0.86,0.43,0.2
新加坡币多网,https://www.coinba.pro/,C,0.3333,1.13,0.86,0.45,0.22
Newdex,https://newdex.io/,C,0.2796,1.12,0.87,0.46,0.23
WinMax,https://www.winmax.me/,C,0.2581,1.12,0.87,0.47,0.23
中比特交易所,https://zbt.one/,C,0.2473,1.12,0.87,0.47,0.24
币红,https://www.coinred.pro/,C,0.2258,1.12,0.87,0.48,0.24
畅思,https://chaince.com/,C,0.2151,1.12,0.87,0.48,0.25
COINBIG,https://www.coinbig.com/,C,0.2043,1.12,0.87,0.48,0.25
Bisq,https://bisq.network/,C,0.1828,1.11,0.88,0.49,0.26
币链网,http://www.btcbl.com/,C,0.172,1.11,0.88,0.49,0.26
影力所,http://www.inex.exchange/,C,0.1613,1.11,0.88,0.5,0.26
币和,https://www.bibr.com/,C,0.1505,1.11,0.88,0.5,0.27
Be.Top,https://www.be.top/,C,0.129,1.11,0.88,0.51,0.27
AI交易所,https://www.aicexc.com/,C,0.0968,1.11,0.88,0.52,0.28
G网,https://www.gbcax.com/,C,0.086,1.1,0.89,0.52,0.29
TOP.ONE,https://www.top.one/,C,0.0645,1.1,0.89,0.53,0.29
CoinFit,https://www.coinfit.io/,C,0.043,1.1,0.89,0.53,0.3
DDEX,https://ddex.io/,C,0.0323,1.1,0.89,0.54,0.3
MAX,https://max.maicoin.com/,C,0.0215,1.1,0.89,0.54,0.31
币族,https://www.bizu.com,C,0.0108,1.1,0.89,0.54,0.31
Trade Satoshi,https://tradesatoshi.com/,E,1.0,900,400,200.0,50.0
币易,http://www.coinyee.io,E,1.0,900,400,200.0,50.0
金币,https://www.jbex.pro/,E,1.0,900,400,200.0,50.0
SouthXchange,https://www.southxchange.com/,E,1.0,900,400,200.0,50.0
讯齐,https://www.xunq.net,E,1.0,900,400,200.0,50.0
Bikicoin,https://www.bikicoin.com,A,0.7907,无上限,无上限,3.07,0.63
Coinrail,https://coinrail.co.kr,E,1.0,900,400,200.0,50.0
龙阁,https://www.longex.io,E,1.0,900,400,200.0,50.0
DEx.top,https://dex.top/,E,1.0,900,400,200.0,50.0
FreiExchange,https://freiexchange.com/,E,1.0,900,400,200.0,50.0
比特兄弟,https://www.btb.com/,E,1.0,900,400,200.0,50.0
Coingi,https://coingi.com/,E,1.0,900,400,200.0,50.0
Ore.Bz,https://ore.bz/,E,1.0,900,400,200.0,50.0
币森,https://www.becent.com,C,0.3548,1.13,0.86,0.44,0.21
